path	line	function	kind	detail
examples/12-portfolio-site/ui_html_bridge.go	114	UseFetch	name_prefix	name does not start with approved verb/boolean prefix
examples/12-portfolio-site/website.go	14	DocsWebsite	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/cmd/lower-template/main.go	11	main	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/cmd/lower-template/main.go	11	main	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generated_landing.go	16	RenderLanding	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	19	GenerateFromFile	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	19	GenerateFromFile	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator.go	27	Generate	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	27	Generate	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator.go	59	parseTemplate	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	85	collectFields	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	85	collectFields	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator.go	104	renderNode	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	152	renderChildren	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	164	placeholderField	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	164	placeholderField	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator.go	177	tagFunc	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	177	tagFunc	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator.go	194	quote	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator.go	194	quote	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator_test.go	9	TestGeneratedLandingMatchesTemplateOutput	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator_test.go	9	TestGeneratedLandingMatchesTemplateOutput	name_prefix	name does not start with approved verb/boolean prefix
examples/13-browser-compiler/template_lowering/generator_test.go	31	TestRenderLandingReturnsNode	missing_godoc	function has no GoDoc comment
examples/13-browser-compiler/template_lowering/generator_test.go	31	TestRenderLandingReturnsNode	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	57	filterHookRecords	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	85	recordSlug	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	85	recordSlug	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	95	normalizePlaygroundMode	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	95	normalizePlaygroundMode	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	104	loadHookRecords	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	104	loadHookRecords	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	127	Shell	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	127	Shell	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	248	NavLink	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	248	NavLink	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	265	OverviewPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	265	OverviewPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	273	DataPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	273	DataPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	281	DataDetailPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	281	DataDetailPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	289	SearchPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	289	SearchPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	297	SecurePage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	297	SecurePage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	305	PlaygroundPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	305	PlaygroundPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	313	DataDetailRouteLoading	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	313	DataDetailRouteLoading	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	333	DataDetailRouteError	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	333	DataDetailRouteError	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	353	SearchRouteLoading	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	353	SearchRouteLoading	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	363	SearchRouteError	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	363	SearchRouteError	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	374	SecureRouteLoading	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	374	SecureRouteLoading	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	384	SecureRouteError	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	384	SecureRouteError	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	406	NotFoundPage	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	406	NotFoundPage	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	425	OverviewContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	425	OverviewContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	543	DataContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	543	DataContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	754	DataDetailContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	754	DataDetailContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	820	SearchContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	820	SearchContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	921	SecureContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	921	SecureContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/app.go	978	PlaygroundContent	missing_godoc	function has no GoDoc comment
examples/14-omi/app.go	978	PlaygroundContent	name_prefix	name does not start with approved verb/boolean prefix
examples/14-omi/main.go	15	main	missing_godoc	function has no GoDoc comment
examples/14-omi/main.go	15	main	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/app.go	78	readStorageValue	missing_godoc	function has no GoDoc comment
examples/15-calculator/app.go	78	readStorageValue	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/app.go	91	normalizeCalculatorTheme	missing_godoc	function has no GoDoc comment
examples/15-calculator/app.go	91	normalizeCalculatorTheme	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/app.go	98	App	missing_godoc	function has no GoDoc comment
examples/15-calculator/app.go	98	App	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/app.go	449	countTokens	missing_godoc	function has no GoDoc comment
examples/15-calculator/app.go	449	countTokens	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/engine.go	21	EvaluateExpression	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	21	EvaluateExpression	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/engine.go	47	formatNumber	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	71	parse	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	83	parseExpression	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	112	parseTerm	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	144	parsePower	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	163	parseUnary	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	181	parsePrimary	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	206	parseNumber	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	232	parseIdentifier	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	281	callFunction	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	281	callFunction	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/engine.go	362	toRadians	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	362	toRadians	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/engine.go	369	skipSpaces	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	369	skipSpaces	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/engine.go	375	peek	missing_godoc	function has no GoDoc comment
examples/15-calculator/engine.go	375	peek	name_prefix	name does not start with approved verb/boolean prefix
examples/15-calculator/main.go	13	main	missing_godoc	function has no GoDoc comment
examples/15-calculator/main.go	13	main	name_prefix	name does not start with approved verb/boolean prefix
examples/16-devtools/main.go	21	App	missing_godoc	function has no GoDoc comment
examples/16-devtools/main.go	21	App	name_prefix	name does not start with approved verb/boolean prefix
examples/16-devtools/main.go	145	main	missing_godoc	function has no GoDoc comment
examples/16-devtools/main.go	145	main	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	71	defaultBootstrapPayload	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	71	defaultBootstrapPayload	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	85	defaultServerView	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	85	defaultServerView	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	103	articleForSection	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	103	articleForSection	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	110	catalogList	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	110	catalogList	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	123	bootstrapTransport	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	123	bootstrapTransport	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	133	renderDemoShell	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	161	renderPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	176	renderHomePage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	192	renderDocsPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	221	renderSearchPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	260	renderSignInPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	276	renderSecurePage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	300	deferredRouteInsights	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	300	deferredRouteInsights	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	338	deferredRouteKey	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	338	deferredRouteKey	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	351	navLink	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	351	navLink	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	361	statCard	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	361	statCard	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared.go	368	emptyFallback	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared.go	368	emptyFallback	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared_additional_test.go	10	TestSharedHelpersAndFallbacks	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared_additional_test.go	10	TestSharedHelpersAndFallbacks	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/app_shared_additional_test.go	48	TestRenderPageModesAndHelpers	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/app_shared_additional_test.go	48	TestRenderPageModesAndHelpers	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	34	loadBootstrapPayload	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	34	loadBootstrapPayload	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	46	homePage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	46	homePage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	57	docsPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	57	docsPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	91	searchPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	91	searchPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	116	filterCatalog	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	131	signInPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	131	signInPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	151	securePage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	151	securePage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	173	docsLoadingPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	173	docsLoadingPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	184	docsErrorPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	184	docsErrorPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	192	searchLoadingPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	192	searchLoadingPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	204	searchErrorPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	204	searchErrorPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	217	secureLoadingPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	217	secureLoadingPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	227	secureErrorPage	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	227	secureErrorPage	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	238	uiButton	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	238	uiButton	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	242	routedApp	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	242	routedApp	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/main.go	287	main	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/main.go	287	main	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_benchmark_test.go	12	BenchmarkSSRRoutingDemoRenderToString	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_benchmark_test.go	12	BenchmarkSSRRoutingDemoRenderToString	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_benchmark_test.go	27	BenchmarkSSRRoutingDemoMarshalBootstrapJSON	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_benchmark_test.go	27	BenchmarkSSRRoutingDemoMarshalBootstrapJSON	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_benchmark_test.go	42	BenchmarkSSRRoutingDemoRenderReferenceScript	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_benchmark_test.go	42	BenchmarkSSRRoutingDemoRenderReferenceScript	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_test.go	15	TestDefaultServerViewRendersToString	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_test.go	15	TestDefaultServerViewRendersToString	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_test.go	34	TestDemoBootstrapSidecarMatchesExpectedRoute	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_test.go	34	TestDemoBootstrapSidecarMatchesExpectedRoute	name_prefix	name does not start with approved verb/boolean prefix
examples/17-ssr-routing/ssr_routing_test.go	57	TestDemoBootstrapReferenceScriptPointsToSidecar	missing_godoc	function has no GoDoc comment
examples/17-ssr-routing/ssr_routing_test.go	57	TestDemoBootstrapReferenceScriptPointsToSidecar	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/helpers_additional_test.go	18	TestServerRoutingHelperBranches	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/helpers_additional_test.go	18	TestServerRoutingHelperBranches	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/helpers_additional_test.go	113	TestServerRenderBranchesAndRoutes	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/helpers_additional_test.go	113	TestServerRenderBranchesAndRoutes	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/helpers_additional_test.go	219	TestAppServerRoutesServeAssetsAndHealth	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/helpers_additional_test.go	219	TestAppServerRoutesServeAssetsAndHealth	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	23	loadBootstrapPayload	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	23	loadBootstrapPayload	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	35	decodeBootstrapRouteData	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	35	decodeBootstrapRouteData	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	54	consumeInitialRouteData	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	54	consumeInitialRouteData	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	77	homePage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	77	homePage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	86	docsPage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	86	docsPage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	107	searchPage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	107	searchPage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	122	signInPage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	122	signInPage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	132	securePage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	132	securePage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	146	notFoundPage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	146	notFoundPage	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/main.go	151	main	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/main.go	151	main	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_benchmark_test.go	13	BenchmarkServerSSRResolveRouteDocs	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_benchmark_test.go	13	BenchmarkServerSSRResolveRouteDocs	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_benchmark_test.go	25	BenchmarkServerSSRRenderDocumentBody	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_benchmark_test.go	25	BenchmarkServerSSRRenderDocumentBody	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	34	newAppServer	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	34	newAppServer	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	43	findRepoRoot	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	43	findRepoRoot	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	57	routes	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	57	routes	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	72	fileHandler	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	72	fileHandler	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	81	exampleServerRequestReport	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	81	exampleServerRequestReport	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	93	fatalExampleServerStartup	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	93	fatalExampleServerStartup	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	106	handleBootstrap	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	128	cloneQueryWithoutPath	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	128	cloneQueryWithoutPath	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	139	headDocumentForRoute	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	139	headDocumentForRoute	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	202	handlePage	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	258	shouldStreamDeferredDocsPanel	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	262	writeStreamedDocument	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	262	writeStreamedDocument	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	285	streamedPanelReplacementScript	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	285	streamedPanelReplacementScript	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_main.go	297	main	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_main.go	297	main	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_routes_native.go	30	buildBootstrap	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_routes_native.go	50	cloneParams	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_routes_native.go	50	cloneParams	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_routes_native.go	61	resolveRoute	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_routes_native.go	61	resolveRoute	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_routes_native.go	188	buildPathWithQuery	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_routes_native.go	196	bootstrapReferenceURL	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_routes_native.go	196	bootstrapReferenceURL	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	16	testServer	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	16	testServer	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	29	TestResolveRouteRedirectsAndSecureGuard	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	29	TestResolveRouteRedirectsAndSecureGuard	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	41	TestResolveRouteBuildsServerRenderedDocsView	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	41	TestResolveRouteBuildsServerRenderedDocsView	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	55	TestBootstrapReferenceURLIncludesRouteAndQuery	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	55	TestBootstrapReferenceURLIncludesRouteAndQuery	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	63	TestBootstrapEndpointServesRouteSpecificPayload	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	63	TestBootstrapEndpointServesRouteSpecificPayload	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	82	TestPageHandlerRendersSSRDocument	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	82	TestPageHandlerRendersSSRDocument	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	129	TestPageHandlerStreamsDeferredDocsPanel	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	129	TestPageHandlerStreamsDeferredDocsPanel	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	153	TestPageHandlerStreamsDeferredDocsErrorReplacement	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	153	TestPageHandlerStreamsDeferredDocsErrorReplacement	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/server_test.go	175	TestPageHandlerStreamsNestedDocsLayout	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/server_test.go	175	TestPageHandlerStreamsNestedDocsLayout	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	87	catalogList	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	87	catalogList	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	100	articleForSection	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	100	articleForSection	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	107	filterCatalog	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	121	revisionFromQuery	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	121	revisionFromQuery	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	133	transportFromBootstrap	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	133	transportFromBootstrap	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	144	viewFromRouteData	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	144	viewFromRouteData	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	163	maxInt	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	163	maxInt	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	170	normalizePath	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	170	normalizePath	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	184	renderDemoShell	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	188	normalizeStreamMode	missing_godoc	function has no GoDoc comment
examples/18-ssr-server-routing/shared.go	188	normalizeStreamMode	name_prefix	name does not start with approved verb/boolean prefix
examples/18-ssr-server-routing/shared.go	199	renderDemoShellWithDeferredMode	missing_godoc	function has no GoDoc comment
