path	line	function	receiver	exported	has_godoc	godoc_first_word	name_prefix_ok
examples/100-ai-chat-wizard/client/app/canvas.go	145	canvasArtifactsFromMarkdown		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	180	canvasFenceLanguage		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	200	canvasArtifactLabel		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	222	canvasDefaultFocusRegion		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	238	deriveCanvasFocusRegions		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	286	dedupeCanvasFocusRegions		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	303	estimateCanvasRegionEnd		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	326	buildCanvasDocument		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	330	buildCanvasRuntimeDocument		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	373	injectCanvasRuntimeBridge		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	393	canvasFocusSnippet		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	405	clampCanvasFocusRange		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	424	replaceCanvasFocusRegion		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	453	deriveCanvasPatch		false	false		false
examples/100-ai-chat-wizard/client/app/canvas.go	501	canvasRangesOverlap		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	508	canvasFocusDisplayLabel		false	false		true
examples/100-ai-chat-wizard/client/app/canvas.go	521	maxInt		false	false		false
examples/100-ai-chat-wizard/client/app/canvas_preview.go	11	canvasPreviewPane		false	false		true
examples/100-ai-chat-wizard/client/app/canvas_workspace.go	39	useCanvasWorkspace		false	false		false
